"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Significance"
"ENSMUSG00000040540",64.4069011647372,1.33919422954498,0.340950286862824,3.92782842879314,8.57163229757458e-05,0.00140444373484197,"Up-regulated"
"ENSMUSG00000090112",794.624515154888,0.58697274259976,0.190420994155113,3.08250014765506,0.00205269628623279,0.0170588598841915,"Up-regulated"
"ENSMUSG00000020098",7018.28811146343,-0.832293562905319,0.146241447254257,-5.69122898146845,1.26128228129362e-08,8.51394601676913e-07,"Down-regulated"
"ENSMUSG00000078348",565.474879274218,-0.695413719189781,0.196111834337953,-3.54600588759676,0.000391117468607936,0.00473087421979277,"Down-regulated"
"ENSMUSG00000015501",461.890590151745,0.6956957828772,0.204781908872795,3.39725216307729,0.000680662129784538,0.00721965161266033,"Up-regulated"
"ENSMUSG00000019853",33.341239252468,-2.18773147508469,0.481864982055949,-4.54013376475379,5.621855045491e-06,0.000147314727560559,"Down-regulated"
"ENSMUSG00000053219",108.723229415267,-1.66350698835465,0.291051426412149,-5.71550879808785,1.09376261678921e-08,7.48665178071416e-07,"Down-regulated"
"ENSMUSG00000078452",294.411020857918,-1.13233754183498,0.220202330261151,-5.14225957778047,2.71453704624538e-07,1.15253735227253e-05,"Down-regulated"
"ENSMUSG00000019997",91.6207033796984,-1.54463844056054,0.392220103016206,-3.93819293983695,8.20975690924131e-05,0.00135883072549793,"Down-regulated"
"ENSMUSG00000096546",1179.06084106722,-0.714514986582265,0.178902426886662,-3.9938809048964,6.50005217507234e-05,0.00112811332062156,"Down-regulated"
"ENSMUSG00000001663",9485.77471819991,-0.591588978896805,0.149807870994568,-3.94898462256535,7.8483392623191e-05,0.00130195326743432,"Down-regulated"
"ENSMUSG00000033307",2341.43678074048,-1.14933875104788,0.193907388046424,-5.9272561124526,3.08038353591239e-09,2.43899773156999e-07,"Down-regulated"
"ENSMUSG00000049422",5886.70515753171,-1.709140924926,0.189899748553828,-9.00022742495383,2.25250583984919e-19,1.64973527710555e-16,"Down-regulated"
"ENSMUSG00000020241",180.070183636287,-0.999019190648978,0.28252431325406,-3.53604678883197,0.000406162750249264,0.00488261182359263,"Down-regulated"
"ENSMUSG00000020262",343.230491922087,0.775272007144131,0.188781552956334,4.10671485112455,4.01326162048602e-05,0.000763457872946483,"Up-regulated"
"ENSMUSG00000064317",52.0726144139512,-1.01237764575756,0.379283265335452,-2.669186168449,0.00760352925801296,0.046195145819732,"Down-regulated"
"ENSMUSG00000005054",847.159809696904,-0.985852777569427,0.142688774195954,-6.90911238900655,4.87695478874043e-12,9.04273844879365e-10,"Down-regulated"
"ENSMUSG00000032788",480.436604964219,0.839410029776726,0.175151854432381,4.79247012540645,1.64740309064821e-06,5.29192115609979e-05,"Up-regulated"
"ENSMUSG00000020153",1915.07685566352,-0.774929038764513,0.194887385073081,-3.97629142837501,6.9998336015477e-05,0.00119225072785431,"Down-regulated"
"ENSMUSG00000020150",4954.91558842336,-1.04163973234229,0.174131530976637,-5.98191336457066,2.20531568041282e-09,1.83542409583449e-07,"Down-regulated"
"ENSMUSG00000063457",3947.63839560468,-1.13768803137321,0.172794014333701,-6.58407084157496,4.57738849350751e-11,6.32543270310358e-09,"Down-regulated"
"ENSMUSG00000020163",2495.82617021469,-0.965527205186934,0.174142471113613,-5.544467119437,2.94850732252885e-08,1.79957230251678e-06,"Down-regulated"
"ENSMUSG00000003346",1624.12132584592,-0.669180965816871,0.186694820115207,-3.58435743104135,0.000337909078680539,0.00423907820320982,"Down-regulated"
"ENSMUSG00000035278",334.207559775644,-0.747951015518553,0.184108306299566,-4.06255986246241,4.85374949962116e-05,0.000893900318872849,"Down-regulated"
"ENSMUSG00000035215",310.763843472934,-0.663493093651395,0.231529370489282,-2.86569730764291,0.00416091887492528,0.0294665629434689,"Down-regulated"
"ENSMUSG00000025351",227.436202510663,-1.62511600344252,0.293880224006359,-5.52985832557197,3.20489515864883e-08,1.9216074130414e-06,"Down-regulated"
"ENSMUSG00000111013",395.190677553747,-1.26641036492983,0.227030266954947,-5.57815652474716,2.43080881162641e-08,1.53476239106481e-06,"Down-regulated"
"ENSMUSG00000112774",320.255716430122,-1.42735752222201,0.207077289162663,-6.89287332277558,5.46765618172019e-12,9.76710094510212e-10,"Down-regulated"
"ENSMUSG00000112249",451.898709966354,1.08676505383232,0.261231569403675,4.16015972461952,3.18025107528986e-05,0.000634663729575556,"Up-regulated"
"ENSMUSG00000035835",170.92806401541,0.83077264439008,0.238593533937938,3.48195791678989,0.000497761912092921,0.00567409843450359,"Up-regulated"
"ENSMUSG00000020308",452.599124729339,-0.703213019262814,0.179283433336563,-3.92235359495093,8.76881767836192e-05,0.00143013417202676,"Down-regulated"
"ENSMUSG00000020219",1122.75533802984,-0.857541828662022,0.164796402988347,-5.20364409120423,1.9541810128293e-07,9.05849477086189e-06,"Down-regulated"
"ENSMUSG00000015312",115.743055127439,-1.03564922475647,0.344458535632466,-3.00660055601439,0.00264186660144391,0.0207385112422027,"Down-regulated"
"ENSMUSG00000034932",375.025402572894,-1.20559932078732,0.204387676690606,-5.89859105161367,3.66618637880634e-09,2.88722032670727e-07,"Down-regulated"
"ENSMUSG00000020108",166.648226278095,-1.28985699080636,0.277054387416745,-4.65560932939192,3.2302393740417e-06,9.35109611679108e-05,"Down-regulated"
"ENSMUSG00000020022",559.702564999506,-0.999577633751432,0.190827656614466,-5.23811721783548,1.62223021974567e-07,7.74458723400846e-06,"Down-regulated"
"ENSMUSG00000019942",31.0216421522365,-1.39650217604233,0.444330220182431,-3.14293764549475,0.00167261466447701,0.0145954849514262,"Down-regulated"
"ENSMUSG00000023175",8702.0681663936,-0.753191398011117,0.131151358366233,-5.74291724762675,9.30592113647387e-09,6.61714236927521e-07,"Down-regulated"
"ENSMUSG00000075706",5767.95138381412,-0.991119512318304,0.139374525850747,-7.11119558088879,1.15041974847966e-12,2.51512663816867e-10,"Down-regulated"
"ENSMUSG00000003072",4851.49784641394,-1.04906934249349,0.175649479313707,-5.97251609621836,2.33622087285324e-09,1.92252603064912e-07,"Down-regulated"
"ENSMUSG00000035595",89.3058248718181,-1.00690428852025,0.32902673148624,-3.06025070963682,0.00221151781409753,0.0180570306248052,"Down-regulated"
"ENSMUSG00000061983",1525.11019929631,-1.00589619254174,0.16371482427181,-6.14419736890587,8.03688599894486e-10,7.90096014178149e-08,"Down-regulated"
"ENSMUSG00000094955",103.849998509111,-2.02957805359308,0.337037529622973,-6.02181619318024,1.72470693724583e-09,1.46880855911494e-07,"Down-regulated"
"ENSMUSG00000019797",460.39886114053,-0.595935367840825,0.18554112358833,-3.21187754129947,0.00131870573098613,0.0122101147582078,"Down-regulated"
"ENSMUSG00000020083",141.048105949083,-0.819341042721632,0.248198460171608,-3.30115280390994,0.000962884262083359,0.0094723496783056,"Down-regulated"
"ENSMUSG00000020307",1223.17204309838,-0.692170737801582,0.149696317086056,-4.62383277875617,3.76713597613688e-06,0.000106489983943179,"Down-regulated"
"ENSMUSG00000034917",1032.56586439674,-0.710426479722491,0.142011503419599,-5.00259811786801,5.6562776910772e-07,2.07652019094985e-05,"Down-regulated"
"ENSMUSG00000111875",86.8309475267328,-1.06144458259266,0.340946648017934,-3.11322779902157,0.00185053123685151,0.0158055869139364,"Down-regulated"
"ENSMUSG00000121783",157.370223926566,-1.77451115461222,0.298796750218059,-5.93885694311334,2.87016175334297e-09,2.29790090687693e-07,"Down-regulated"
"ENSMUSG00000020014",154.889427882637,0.717639061098027,0.256248633859038,2.80055760801753,0.00510144011034841,0.0343518365054986,"Up-regulated"
"ENSMUSG00000050357",30.3528032358349,1.33091101331039,0.501734792412496,2.65261854158241,0.00798700769659407,0.0479875671614889,"Up-regulated"
"ENSMUSG00000008450",326.286868392308,-0.599638091404243,0.196100936864704,-3.05780329758419,0.00222965880500993,0.0181646508207928,"Down-regulated"
"ENSMUSG00000054764",108.208005937394,-0.675327832637178,0.244296805815639,-2.76437438624074,0.00570320611614666,0.037563202872894,"Down-regulated"
"ENSMUSG00000031645",1741.05900230479,0.644571679460805,0.147202522937436,4.37880864130815,1.19329852749377e-05,0.00027833498138103,"Up-regulated"
"ENSMUSG00000033938",1643.46957659056,-0.784614913737199,0.186519985188827,-4.2065996999886,2.59241742663919e-05,0.000537871536337264,"Down-regulated"
"ENSMUSG00000031708",3424.23999151242,-0.636881310225605,0.151240577801179,-4.21104785160799,2.54188891583399e-05,0.000528886205101368,"Down-regulated"
"ENSMUSG00000109612",49.9196135410442,1.60030410332679,0.447666057744342,3.57477203295298,0.000350533185473896,0.00435136449222172,"Up-regulated"
"ENSMUSG00000038225",152.666016608273,0.721112593553904,0.233243125770603,3.09167779831216,0.00199028750742252,0.0166497609415906,"Up-regulated"
"ENSMUSG00000031458",68.9519662276225,-1.00176541874599,0.306620350363548,-3.26711980322973,0.00108647691955752,0.0104770993533104,"Down-regulated"
"ENSMUSG00000019362",1628.76464084038,-0.861356690213662,0.161455121999559,-5.33496044935641,9.55653852833258e-08,4.93895004507681e-06,"Down-regulated"
"ENSMUSG00000031517",35.6375136614814,-1.45479174013088,0.48820303533128,-2.97989081354995,0.00288351143706731,0.0223095826037259,"Down-regulated"
"ENSMUSG00000110397",109.22597382959,1.91941270938508,0.304521313276339,6.30304883666158,2.9184688160918e-10,3.23861600137217e-08,"Up-regulated"
"ENSMUSG00000033624",234.779498652051,1.34184712038697,0.248713336987669,5.39515546950139,6.84642449352397e-08,3.72811992494941e-06,"Up-regulated"
"ENSMUSG00000038193",81.6019439602579,-0.926224658396053,0.303505249833306,-3.05175827734368,0.00227505229101543,0.0184124263786191,"Down-regulated"
"ENSMUSG00000044748",145.508679887894,-1.64909213885303,0.340932083090945,-4.83701071457428,1.31806325757556e-06,4.37248235573248e-05,"Down-regulated"
"ENSMUSG00000045746",32.2019151205773,1.3000718492307,0.45468813480603,2.85926055621687,0.00424629850111334,0.0299181243118366,"Up-regulated"
"ENSMUSG00000052456",872.107946669622,-0.716281396956299,0.194341401303987,-3.68568607692551,0.000228087360488609,0.00309927982971905,"Down-regulated"
"ENSMUSG00000041203",763.973190237929,-1.57872702174564,0.16368713500482,-9.64478376201741,5.17200828734325e-22,6.31329811608366e-19,"Down-regulated"
"ENSMUSG00000014633",174.947844046535,-0.73110708552872,0.216930712022139,-3.37023318972976,0.000751045979968001,0.00780235568409311,"Down-regulated"
"ENSMUSG00000059355",293.107588718557,-0.826449429252264,0.203440030856769,-4.06237369200028,4.85762325111133e-05,0.000893900318872849,"Down-regulated"
"ENSMUSG00000037921",429.277721876462,0.704311640558744,0.182228774032117,3.86498589094724,0.000111095621413624,0.00173674350316623,"Up-regulated"
"ENSMUSG00000036199",2096.76927936512,-0.744609353885405,0.191125248497893,-3.89592353567883,9.78252504388929e-05,0.0015541694885346,"Down-regulated"
"ENSMUSG00000109141",32.5532928965619,-2.69977943689694,0.536204445707071,-5.03498144879581,4.77895112312574e-07,1.82297073050901e-05,"Down-regulated"
"ENSMUSG00000031776",236.955632754116,-0.582427631480574,0.18968237212976,-3.07054168998972,0.00213670853986423,0.0176429011792171,"Down-regulated"
"ENSMUSG00000031775",55.2536353366996,-1.00462592028617,0.372239743339187,-2.6988679695353,0.00695757732591321,0.0433695364246875,"Down-regulated"
"ENSMUSG00000043068",354.548890915876,-0.922248475143768,0.179929852112342,-5.12560013981419,2.96591472692308e-07,1.23072858130225e-05,"Down-regulated"
"ENSMUSG00000001995",276.162956832468,0.900378829450887,0.201051330596313,4.47835299960655,7.52211416502944e-06,0.000189645315472205,"Up-regulated"
"ENSMUSG00000051495",903.431976388018,-1.26132324989065,0.187552650274378,-6.725168895483,1.75388882731745e-11,2.76246919812322e-09,"Down-regulated"
"ENSMUSG00000004383",140.219075537426,-0.672398234504922,0.24368834492893,-2.75925479612504,0.00579333454375251,0.0379997285179083,"Down-regulated"
"ENSMUSG00000061104",367.402321066448,-1.1754193685002,0.182839227852193,-6.42870450891648,1.28696022931238e-10,1.6392516033885e-08,"Down-regulated"
"ENSMUSG00000031586",846.991134020473,-0.823132140212685,0.141936402566907,-5.79930254202877,6.65912976463295e-09,4.95141790824079e-07,"Down-regulated"
"ENSMUSG00000063412",104.757622689445,-0.939618322636585,0.285310884712178,-3.29331397077427,0.000990138395212033,0.00970786292708558,"Down-regulated"
"ENSMUSG00000031513",388.046035339052,-0.607278666932253,0.183352574696134,-3.31208147984112,0.000926045704640774,0.00920890528280927,"Down-regulated"
"ENSMUSG00000039633",180.940726949159,1.16379769686161,0.294201294423727,3.95578713935038,7.62830618498159e-05,0.00127265864461971,"Up-regulated"
"ENSMUSG00000110488",446.838742158856,1.31512964796459,0.173393203326492,7.58466665782893,3.33342950416743e-14,9.96491334225399e-12,"Up-regulated"
"ENSMUSG00000062181",11718.3031765322,1.5204469394467,0.50275776773833,3.02421372082717,0.00249280270544886,0.0197589686306358,"Up-regulated"
"ENSMUSG00000060560",42.8428136047174,1.34916528987217,0.50316081004302,2.68137991461779,0.00733192241076014,0.0450306077454149,"Up-regulated"
"ENSMUSG00000098050",202.813872190299,0.622180265506671,0.234320644653043,2.65525159521445,0.00792492767349541,0.0477054187221917,"Up-regulated"
"ENSMUSG00000058833",661.456139216154,-0.809254763081318,0.163844478285776,-4.93916408748192,7.84581720046181e-07,2.76928988800879e-05,"Down-regulated"
"ENSMUSG00000090137",107.957052753783,-1.6884812673421,0.263499098598751,-6.4079204684995,1.47517820298359e-10,1.83265629006266e-08,"Down-regulated"
"ENSMUSG00000038508",919.644798420586,-2.16542729415349,0.423899016458061,-5.1083564954856,3.24973078881389e-07,1.34090300266326e-05,"Down-regulated"
"ENSMUSG00000035559",244.455654052761,-0.709973754958805,0.201997602734982,-3.51476327117744,0.000440146153310794,0.00519808455870175,"Down-regulated"
"ENSMUSG00000002910",583.095508020594,-0.614841302063528,0.212779831744129,-2.88956569343886,0.00385774392572726,0.0279882283427702,"Down-regulated"
"ENSMUSG00000045128",3194.58054026807,-0.760136263847466,0.17542232586499,-4.33317857404585,1.46971800396988e-05,0.000333257419847536,"Down-regulated"
"ENSMUSG00000002395",1116.77891508382,-0.589423609427308,0.186482250869344,-3.16074911515455,0.00157363976429284,0.0139785780881513,"Down-regulated"
"ENSMUSG00000002393",970.232798773771,-0.890212052102564,0.157827373256572,-5.64041606810112,1.6963974467365e-08,1.1294922636271e-06,"Down-regulated"
"ENSMUSG00000007950",66.345711946236,-0.8923917169536,0.314890224324782,-2.83397720226835,0.00459726115566098,0.031794467142645,"Down-regulated"
"ENSMUSG00000034880",559.923841986095,-0.779281560217211,0.192711894161901,-4.04376472768474,5.25997033367127e-05,0.000951210437624897,"Down-regulated"
"ENSMUSG00000031807",1340.71288804653,-0.939412368916721,0.174807569070107,-5.37397993641779,7.70174313798083e-08,4.13242247198327e-06,"Down-regulated"
"ENSMUSG00000031838",351.028170154031,-0.870934674468624,0.209922185825987,-4.14884530209007,3.34156519460808e-05,0.000659668017082898,"Down-regulated"
"ENSMUSG00000071076",473.81329152352,-2.23020058872665,0.159826843236897,-13.9538549567736,2.9805007981379e-44,2.1829187845562e-40,"Down-regulated"
"ENSMUSG00000037296",371.631666224731,-0.653786543265235,0.163012789053741,-4.01064571105338,6.05529164542415e-05,0.00107123082152383,"Down-regulated"
"ENSMUSG00000087687",222.154120278806,-1.00623387295099,0.243448160823337,-4.13325723861673,3.57658040704471e-05,0.000696672204819028,"Down-regulated"
"ENSMUSG00000031822",456.321624000375,1.06478943198779,0.201959249734477,5.27229841360424,1.34725782288852e-07,6.64465743759967e-06,"Up-regulated"
"ENSMUSG00000031818",8393.01552342888,-0.597942816346751,0.164178617063135,-3.64202614836749,0.000270500588700979,0.0035472628677636,"Down-regulated"
"ENSMUSG00000025317",1435.46110055799,0.841075725235301,0.15668380666243,5.36798117911041,7.96228600416054e-08,4.24068942406108e-06,"Up-regulated"
"ENSMUSG00000006517",348.396798609829,-0.928470947019929,0.257475919221278,-3.60604964467372,0.000310893684377404,0.003966873422265,"Down-regulated"
"ENSMUSG00000006589",668.578868505616,-0.582823491415128,0.162324752408308,-3.59047824049106,0.000330071786093811,0.00416083607805693,"Down-regulated"
"ENSMUSG00000015013",233.61021682918,-0.686356835006963,0.218654487504055,-3.13900182356986,0.00169524392873975,0.0147390522491599,"Down-regulated"
"ENSMUSG00000000740",3411.39681598817,-1.23677659062987,0.191138529689327,-6.47057708689138,9.76293303471946e-11,1.28835534317631e-08,"Down-regulated"
"ENSMUSG00000019478",642.568246086833,-0.609935100367419,0.143343453054054,-4.25506074656522,2.08992267378683e-05,0.000448873714452046,"Down-regulated"
"ENSMUSG00000108969",63.4170741933571,1.1993169483845,0.322595405698004,3.71771242615661,0.000201034925723373,0.00280453294475806,"Up-regulated"
"ENSMUSG00000120793",26.7818241209904,-1.99218567180528,0.557448524948873,-3.57375718589981,0.000351895273175137,0.0043608815240858,"Down-regulated"
"ENSMUSG00000097194",238.873255387186,1.16320698256009,0.304176308931349,3.82412090753135,0.000131239504106951,0.00197777392608911,"Up-regulated"
"ENSMUSG00000090778",18.5295603831611,-2.00165376590427,0.620408685050172,-3.22634710657281,0.00125381200019991,0.0117428632857598,"Down-regulated"
"ENSMUSG00000097203",150.210561951925,-0.942804140954599,0.248509389171184,-3.79383710248934,0.000148337009894225,0.0021837593175182,"Down-regulated"
"ENSMUSG00000100691",191.512338502409,-0.774243511680074,0.22986590983842,-3.36823982392306,0.000756497600396885,0.00784785895935805,"Down-regulated"
"ENSMUSG00000121492",105.204864867418,0.972101016283995,0.274935458465696,3.53574261286231,0.000406630669006149,0.00488261182359263,"Up-regulated"
"ENSMUSG00000074240",78.2312599746754,-1.44902429664439,0.480117059375879,-3.01806459143115,0.00254394676462773,0.0200963057878879,"Down-regulated"
"ENSMUSG00000055148",130.263913502641,-1.09392497950785,0.250855586727884,-4.36077583033656,1.29602091776192e-05,0.000298962431549239,"Down-regulated"
"ENSMUSG00000052557",333.831881255319,0.778624481608159,0.194262874991319,4.00809718090991,6.12099337659253e-05,0.00107964118857777,"Up-regulated"
"ENSMUSG00000033751",220.060531876516,-1.12847130606405,0.221862931329649,-5.08634452497765,3.6503069501989e-07,1.46894769798114e-05,"Down-regulated"
"ENSMUSG00000109674",464.635719377417,1.35911933655602,0.282027003300012,4.8191106548412,1.44199563791584e-06,4.71481073754267e-05,"Up-regulated"
"ENSMUSG00000031879",223.969289091045,-0.600293769009333,0.202015527818749,-2.97152290960488,0.00296326764719793,0.0227852727013938,"Down-regulated"
"ENSMUSG00000110545",287.256870373228,-1.00734011088488,0.182909435479573,-5.50731627509384,3.64345335227878e-08,2.15198809291046e-06,"Down-regulated"
"ENSMUSG00000036120",319.698050324366,-0.748353887110899,0.178394456307518,-4.19493913992976,2.72944864492071e-05,0.000557614557193844,"Down-regulated"
"ENSMUSG00000056973",26479.5011814098,0.689905188100809,0.154176621179879,4.47477174438719,7.64929848893752e-06,0.000191861171688282,"Up-regulated"
"ENSMUSG00000110496",381.631597086747,1.67119890710186,0.242202702850604,6.90000106288117,5.20021502290605e-12,9.40594270304314e-10,"Up-regulated"
"ENSMUSG00000060019",690.569249868878,-0.859965623050158,0.161772663806083,-5.31588961211022,1.06137482828677e-07,5.41707961140926e-06,"Down-regulated"
"ENSMUSG00000074063",5719.92818344919,0.888583083282526,0.149534504803514,5.94232805632458,2.81002342218815e-09,2.28673461601178e-07,"Up-regulated"
"ENSMUSG00000074151",2045.53916539822,1.02086623016432,0.219087687471567,4.65962392476671,3.1678762996772e-06,9.22525885440789e-05,"Up-regulated"
"ENSMUSG00000100017",76.6405918817313,-1.11429733576207,0.370448065212091,-3.00797180604547,0.00262997535870979,0.0206562354178986,"Down-regulated"
"ENSMUSG00000072294",417.861280961593,0.675160446970371,0.234532525128116,2.87874974527119,0.00399255016061428,0.0286399974303026,"Up-regulated"
"ENSMUSG00000033083",139.720513006328,0.632556704273944,0.233764292945969,2.70595947867945,0.00681073559611545,0.0426158287107643,"Up-regulated"
"ENSMUSG00000033060",1005.62780024754,0.677969466760393,0.152886193294301,4.43447149904063,9.22984286437512e-06,0.000224210179564456,"Up-regulated"
"ENSMUSG00000071350",452.965844242463,0.634984311553179,0.209082587094375,3.03700236532161,0.00238943580775064,0.0190981328992271,"Up-regulated"
"ENSMUSG00000021928",3006.03236244647,-1.05332750995124,0.125661896901233,-8.38223467833794,5.19321604631479e-17,2.48306949117934e-14,"Down-regulated"
"ENSMUSG00000040651",751.225877539953,0.657027210401074,0.165340061852232,3.97379318140254,7.07369915336789e-05,0.00120203648722196,"Up-regulated"
"ENSMUSG00000045776",124.945191624225,1.1382486293393,0.290031952334864,3.92456286342237,8.68873686804664e-05,0.001418869761908,"Up-regulated"
"ENSMUSG00000114705",40.473397327468,1.5408254351567,0.427694466915316,3.60263121070908,0.000315012301045064,0.0040089489015709,"Up-regulated"
"ENSMUSG00000022048",118.816600822051,-0.839072224589751,0.27200215183998,-3.08479995071282,0.00203689106282531,0.0169717749080007,"Down-regulated"
"ENSMUSG00000032925",16.8406409649282,-2.75996502524365,0.673265600326334,-4.09937032859824,4.14275700713138e-05,0.000783007801812392,"Down-regulated"
"ENSMUSG00000042485",136.52875636217,-1.02351647577791,0.241539906714282,-4.23746324034407,2.26059416221348e-05,0.000481296268722427,"Down-regulated"
"ENSMUSG00000022074",24.0111594989786,-1.33380880378014,0.495304857319004,-2.69290475163076,0.0070832501418472,0.0439207019740879,"Down-regulated"
"ENSMUSG00000022075",248.247486278701,0.664055490619224,0.194484573689785,3.41443785499633,0.000639137720774601,0.00685365251384067,"Up-regulated"
"ENSMUSG00000045107",230.119732875132,-0.699513929605931,0.215409331002941,-3.24737060529834,0.00116476613083143,0.0111005167758092,"Down-regulated"
"ENSMUSG00000058351",310.419079535472,-1.17765712788131,0.220340941585211,-5.34470407273758,9.05648907650344e-08,4.72097693923923e-06,"Down-regulated"
"ENSMUSG00000049960",512.322521783328,-0.618820253642193,0.180365622436359,-3.43092128801063,0.000601535116329135,0.00656089827549454,"Down-regulated"
"ENSMUSG00000060126",22164.2256443865,-0.798325932322209,0.139276487552066,-5.7319504989941,9.92822502819971e-09,6.958308144166e-07,"Down-regulated"
"ENSMUSG00000095427",18.3985433249669,2.59427368566633,0.671135529950123,3.86549894901128,0.000110862326443138,0.00173674350316623,"Up-regulated"
"ENSMUSG00000063556",48.4404467570642,-1.22839336560156,0.366718178117479,-3.34969314013128,0.000809011315908904,0.00827541742697879,"Down-regulated"
"ENSMUSG00000034731",628.519761621154,0.685124674689346,0.183703213165374,3.7295192766856,0.000191845429991356,0.00270052461383247,"Up-regulated"
"ENSMUSG00000022174",1227.7596254971,-0.685502412591055,0.162236509769375,-4.22532766246956,2.38593360108224e-05,0.00050286554516047,"Down-regulated"
"ENSMUSG00000078126",1406.25907675604,-0.671225646768267,0.150056090412625,-4.47316496733005,7.70702723055655e-06,0.000192978692090927,"Down-regulated"
"ENSMUSG00000010406",913.766161948962,-0.717610739882095,0.180066511322733,-3.98525375213118,6.7408050913606e-05,0.00115755349329719,"Down-regulated"
"ENSMUSG00000041471",701.468598480803,-0.696234730978375,0.180386453349641,-3.85968412843548,0.000113533683940803,0.00176731286117415,"Down-regulated"
"ENSMUSG00000043681",307.815496882558,-1.01015260685963,0.233228567038154,-4.33117014647003,1.4831901173051e-05,0.000335274210467364,"Down-regulated"
"ENSMUSG00000021804",71.3771048997264,1.454198996399,0.329108990133337,4.41859396125834,9.93450883885867e-06,0.000240133144342577,"Up-regulated"
"ENSMUSG00000041044",628.273338579078,0.626613163668114,0.192984817452818,3.2469557550625,0.00116646521933694,0.0111022628543518,"Up-regulated"
"ENSMUSG00000060680",32.6310381929408,1.28639172285947,0.44034530974563,2.92132491113068,0.00348546125231207,0.0258817698164515,"Up-regulated"
"ENSMUSG00000053205",494.965290026216,0.61591209885035,0.158260993293096,3.89174923039749,9.95240829623266e-05,0.00157432912228095,"Up-regulated"
"ENSMUSG00000054509",582.833354733927,0.619053843942027,0.18592727852444,3.32954824517938,0.00086986992645925,0.00878142982961757,"Up-regulated"
"ENSMUSG00000058317",489.733549150158,-0.620584860136681,0.17075493356819,-3.63435976442141,0.000278671781926366,0.00363813214051462,"Down-regulated"
"ENSMUSG00000035129",19.6773857195656,1.47376763601308,0.540999694467312,2.72415613370023,0.00644660223748442,0.0408589669677967,"Up-regulated"
"ENSMUSG00000012405",2777.22298968047,-0.646720290947432,0.132028841573262,-4.89832587517304,9.66566385328555e-07,3.35503896025893e-05,"Down-regulated"
"ENSMUSG00000114253",108.708471827265,1.18481639969818,0.299108025699506,3.96116552515541,7.45848047941518e-05,0.00125497583820325,"Up-regulated"
"ENSMUSG00000021738",1052.30411055695,0.728280590190741,0.184827337816253,3.94032938414536,8.1369805962547e-05,0.00134830873047442,"Up-regulated"
"ENSMUSG00000045799",32.4319507919004,1.11425427460559,0.422666129848354,2.63625163200413,0.00838275423010249,0.0496123571565823,"Up-regulated"
"ENSMUSG00000021868",1178.81147869247,-0.689513437209093,0.166279246742246,-4.14671975437755,3.37272461837712e-05,0.000664921537146541,"Down-regulated"
"ENSMUSG00000095304",127.947043569641,-1.65163220728329,0.263046612732174,-6.27885753832129,3.41069926987559e-10,3.70073503001019e-08,"Down-regulated"
"ENSMUSG00000120145",239.637900901508,0.824235319614781,0.22530975574963,3.65823182787829,0.000253961282778956,0.00338491798921396,"Up-regulated"
"ENSMUSG00000060143",418.834972497957,-0.689665717654238,0.204072153478985,-3.3795189882448,0.000726127912599832,0.00761914159295297,"Down-regulated"
"ENSMUSG00000120849",14.8406691826524,-2.07424127371222,0.677771546030148,-3.06038411594806,0.00221053286295144,0.0180570306248052,"Down-regulated"
"ENSMUSG00000097148",63.1647321346728,2.03814607770876,0.432898006444464,4.70814382918678,2.49982695177279e-06,7.54999282259131e-05,"Up-regulated"
"ENSMUSG00000022193",1609.14342994568,-0.68974224556712,0.169132868687502,-4.0781088319475,4.54035134350256e-05,0.000843998305579003,"Down-regulated"
"ENSMUSG00000021789",74.3278488973676,0.912279965333533,0.324688552393926,2.80970782187207,0.00495864934700041,0.033705009575342,"Up-regulated"
"ENSMUSG00000044447",728.100226831443,0.682588505617678,0.158714366644325,4.30073546616824,1.70232178152862e-05,0.000377240687682773,"Up-regulated"
"ENSMUSG00000115099",128.441221478416,0.847734232017172,0.266308243305419,3.1832819799158,0.00145615728616291,0.0131665382269841,"Up-regulated"
"ENSMUSG00000115338",459.533857254604,-0.902917007371426,0.208325189631666,-4.33417105712395,1.4631037909456e-05,0.000332787955431229,"Down-regulated"
"ENSMUSG00000022159",26.0081811997221,1.30435046792993,0.488987290465181,2.66745269941287,0.00764286466347966,0.0463188587466488,"Up-regulated"
"ENSMUSG00000045691",294.138202174971,0.781452437560023,0.213291236616185,3.66378126901781,0.00024851903268966,0.00331614243596052,"Up-regulated"
"ENSMUSG00000002329",380.566414295716,-0.59781276868429,0.174653906182346,-3.42284224699874,0.00061970030403462,0.00671900077979209,"Down-regulated"
"ENSMUSG00000010376",1152.4636732529,-0.636579234089826,0.173492977487608,-3.66919308958944,0.000243317254384484,0.00326085191420304,"Down-regulated"
"ENSMUSG00000022218",215.044682132898,1.08490039027989,0.235563107553338,4.60556154802057,4.11354293623836e-06,0.000114119653276552,"Up-regulated"
"ENSMUSG00000021963",1516.76802275311,-0.755874555121091,0.14534849019124,-5.20042935517637,1.98828682223407e-07,9.12991390974442e-06,"Down-regulated"
"ENSMUSG00000021967",491.578455583266,-0.97810583572653,0.193612044276098,-5.05188527595792,4.37470446753966e-07,1.68190737639163e-05,"Down-regulated"
"ENSMUSG00000022096",58.538061336211,-1.76238189555706,0.346198960807722,-5.0906620038524,3.56815566125914e-07,1.43984419080231e-05,"Down-regulated"
