"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"CC","GO:0044391","ribosomal subunit","79/1364","213/28829",0.370892018779343,7.83903666377542,22.3256910374172,3.09438097519087e-49,2.00206449094849e-46,1.56021946012256e-46,"Mrps14/Rpl31/Rpl37a/Rpl35rt/Mrpl41/Rpl35/Rps21/Mrps26/Rpl39/Rpl36a/Mrps21/Rpl34/Rps8/Rps20/Mrpl20/Rpl9/Mrpl33/Mrps18c/Rpl21/Rpl32/Mrps33/Mrpl53/Rpl27a/Rpl28/Rps17/Rps15a/Rplp2/Rpl18/Rps11/Rps5/Rps16/Mrpl23/Rps19/Rpl6l/Rpl41/Rps26/Rps15/Mrpl54/Rps12/Uba52/Mpv17l2/Rpl18a/Mrpl34/Rpl13/Gadd45gip1/Mrps16/Mrpl52/Rpl15/Mrpl57/Rps25/Mrpl4/Rplp1/Rps27l/Rpl29/Rpl19/Rpl27/Rpl26/Mrpl22/Rpl38/Mrpl55/Rpl23a/Mrpl27/Mrps24/Mrpl36/Rps23/Rpl37/Rpl30/Rpl35a/Mrps6/Rps18/Rps2/Mrpl14/Mrps34/Rps28/Rpl36/Rpl10a/Rpl17/Rps14/Rpl9-ps6",79
"CC","GO:0098803","respiratory chain complex","60/1364","119/28829",0.504201680672269,10.6566204194288,23.5237570380049,2.94087181438598e-47,9.51372031953864e-45,7.41409262679412e-45,"Ndufb3/Cox5b/Atp5f1e/Atp5mc3/Ndufa8/Cox7b/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Ndufs5/Ndufb6/Uqcrh/Atp5mf/Atp5me/Cox6a1/Ndufa4/Ndufa5/Ndufa3/Ndufab1/Cox7a1/Cox6b1/Ndufs7/Uqcr11/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Cox4i1/Cox7a2/Cox5a/Atp5mg/Uqcrq/Atp5pd/Uqcr10/Atp5mc1/Ndufs6/Uqcrfs1/Cox7c/Uqcrb/Atp5mj/Ndufb1/Ndufa6/Ndufb9/Ndufb4c/Cox6c/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Ndufv3/Ndufa7/Ndufa11/Ndufa2/Atp5mk/Ndufs8/Uqcc3/Cox8a/ATP6/ND4",60
"CC","GO:0005840","ribosome","79/1364","267/28829",0.295880149812734,6.25361351829275,19.2195884662814,6.71338291145277e-41,1.44785291456998e-38,1.12831944371434e-38,"Mrps14/Rpl31/Rpl37a/Rpl35rt/Mrpl41/Rpl35/Rps21/Mrps26/Rpl39/Rpl36a/Mrps21/Rpl34/Rps8/Rps20/Mrpl20/Rpl9/Mrpl33/Mrps18c/Rpl21/Rpl32/Mrps33/Mrpl53/Rpl27a/Rpl28/Rps17/Rps15a/Rplp2/Rpl18/Rps11/Rps5/Rps16/Mrpl23/Rps19/Rpl6l/Rpl41/Rps26/Rps15/Mrpl54/Rps12/Uba52/Mpv17l2/Rpl18a/Mrpl34/Rpl13/Gadd45gip1/Mrps16/Mrpl52/Rpl15/Mrpl57/Rps25/Mrpl4/Rplp1/Rps27l/Rpl29/Rpl19/Rpl27/Rpl26/Mrpl22/Rpl38/Mrpl55/Rpl23a/Mrpl27/Mrps24/Mrpl36/Rps23/Rpl37/Rpl30/Rpl35a/Mrps6/Rps18/Rps2/Mrpl14/Mrps34/Rps28/Rpl36/Rpl10a/Rpl17/Rps14/Rpl9-ps6",79
"CC","GO:0022626","cytosolic ribosome","53/1364","141/28829",0.375886524822695,7.94459869803041,18.4217640288062,9.54842898422787e-34,1.54445838819886e-31,1.20360460090662e-31,"Rpl31/Rpl37a/Rpl35rt/Rpl35/Rps21/Rpl39/Rpl36a/Rpl34/Rps8/Rps20/Rpl9/Rpl21/Rpl32/Rpl27a/Rpl28/Rps17/Rps15a/Rplp2/Rpl18/Rps11/Rps5/Rps16/Rps19/Rpl6l/Rpl41/Rps26/Rps15/Rps12/Uba52/Rpl18a/Rpl13/Rpl15/Rps25/Rplp1/Rps27l/Rpl29/Rpl19/Rpl27/Rpl26/Rpl38/Rpl23a/Rps23/Rpl37/Rpl30/Rpl35a/Rps18/Rps2/Rps28/Rpl36/Rpl10a/Rpl17/Rps14/Rpl9-ps6",53
"CC","GO:0015934","large ribosomal subunit","52/1364","136/28829",0.382352941176471,8.08127048473348,18.4466411242535,1.43639929764786e-33,1.85870069115633e-31,1.44849529173332e-31,"Rpl31/Rpl37a/Rpl35rt/Mrpl41/Rpl35/Rpl39/Rpl36a/Rpl34/Mrpl20/Rpl9/Mrpl33/Rpl21/Rpl32/Mrpl53/Rpl27a/Rpl28/Rplp2/Rpl18/Mrpl23/Rpl6l/Rpl41/Mrpl54/Rps12/Uba52/Mpv17l2/Rpl18a/Mrpl34/Rpl13/Gadd45gip1/Mrpl52/Rpl15/Mrpl57/Mrpl4/Rplp1/Rpl29/Rpl19/Rpl27/Rpl26/Mrpl22/Rpl38/Mrpl55/Rpl23a/Mrpl27/Mrpl36/Rpl37/Rpl30/Rpl35a/Mrpl14/Rpl36/Rpl10a/Rpl17/Rpl9-ps6",52
"CC","GO:1990204","oxidoreductase complex","52/1364","151/28829",0.344370860927152,7.27849527101824,17.2382928782523,6.04776558029564e-31,6.5215072174188e-29,5.08224511045897e-29,"Ndufb3/Cox5b/Ndufa8/Dhtkd1/Cox7b/Ndufa1/Ndufb11/Ndufb5/Dbt/Ndufc1/Ndufs5/Ndufb6/Uqcrh/Acacb/Cox6a1/Ndufa4/Ndufa5/Nox4/Ndufa3/Ndufab1/Cox7a1/Cox6b1/P4ha1/Ndufs7/Uqcr11/Ndufa12/Ndufb7/Ndufa13/Cox4i1/Cox7a2/Cox5a/Uqcrq/Uqcr10/Ndufs6/Uqcrfs1/Cox7c/Uqcrb/Mrps36/Ndufb1/Ndufa6/Ndufb9/Ndufb4c/Cox6c/Ndufb4/Ndufv3/Ndufa7/Ndufa11/Ndufa2/Ndufs8/Uqcc3/Cox8a/ND4",52
"CC","GO:0022625","cytosolic large ribosomal subunit","35/1364","77/28829",0.454545454545455,9.60710477206078,16.8536147537053,4.02719543669857e-26,3.7222792107771e-24,2.90079190102047e-24,"Rpl31/Rpl37a/Rpl35rt/Rpl35/Rpl39/Rpl36a/Rpl34/Rpl9/Rpl21/Rpl32/Rpl27a/Rpl28/Rplp2/Rpl18/Rpl6l/Rpl41/Rps12/Uba52/Rpl18a/Rpl13/Rpl15/Rplp1/Rpl29/Rpl19/Rpl27/Rpl26/Rpl38/Rpl23a/Rpl37/Rpl30/Rpl35a/Rpl36/Rpl10a/Rpl17/Rpl9-ps6",35
"CC","GO:0030964","NADH dehydrogenase complex","28/1364","55/28829",0.509090909090909,10.7599573447081,16.1455849833287,6.7534120328322e-23,4.8549528724916e-21,3.78349048389079e-21,"Ndufb3/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Ndufs5/Ndufb6/Ndufa4/Ndufa5/Ndufa3/Ndufab1/Ndufs7/Ndufa12/Ndufb7/Ndufa13/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Ndufb4c/Ndufb4/Ndufv3/Ndufa7/Ndufa11/Ndufa2/Ndufs8/ND4",28
"CC","GO:0045271","respiratory chain complex I","28/1364","55/28829",0.509090909090909,10.7599573447081,16.1455849833287,6.7534120328322e-23,4.8549528724916e-21,3.78349048389079e-21,"Ndufb3/Ndufa8/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Ndufs5/Ndufb6/Ndufa4/Ndufa5/Ndufa3/Ndufab1/Ndufs7/Ndufa12/Ndufb7/Ndufa13/Ndufs6/Ndufb1/Ndufa6/Ndufb9/Ndufb4c/Ndufb4/Ndufv3/Ndufa7/Ndufa11/Ndufa2/Ndufs8/ND4",28
"CC","GO:0098798","mitochondrial protein-containing complex","45/1364","175/28829",0.257142857142857,5.43487641390867,13.1139208509079,4.38462250880964e-21,2.83685076319984e-19,2.21077282286297e-19,"Mrps14/Tomm40l/Mrpl41/Romo1/Timm10/Mrps26/Dnajc19/Mrps21/Tomm5/Mrpl20/Micos10/Acacb/Tomm7/Mrpl33/Mrps18c/Iscu/Mrps33/Mrpl53/Chchd6/Ndufab1/Bax/Mrpl23/Chchd10/Timm13/Mrpl54/Mpv17l2/Mrpl34/Gadd45gip1/Mrps16/Mrpl52/Ppif/Mrpl57/Mrpl4/Clpx/Mrpl22/Mrpl55/Mrpl27/Mrps24/Mrpl36/Smdt1/Pam16/Mrps6/Mrpl14/Mrps34/Fxn",45
"CC","GO:0005759","mitochondrial matrix","64/1364","369/28829",0.173441734417344,3.66580041166981,11.4854497500003,1.55683626295405e-19,9.15702783755702e-18,7.13612028665064e-18,"Hspe1/Mrps14/Mrpl41/Mrps26/Pin4/Dnajc19/Mrps21/Fdps/Dbt/Ak4/Hint2/Mrpl20/Acacb/Mrpl33/Nudt1/Mrps18c/Iscu/Malsu1/Mrps33/Mrpl53/Bola3/Pdk4/Ethe1/Acsm5/Acsm3/Sdhaf1/Mrpl23/Mrpl54/Cdk1/Mtres1/Primpol/Pdpr/Mpv17l2/Mrpl34/Gadd45gip1/Mrps16/Mrpl52/Ppif/Mrpl57/Alas1/Mrpl4/Clpx/Lars2/Mrpl22/Acadvl/C1qbp/Mrpl55/Mrpl27/Mrps24/Mrpl36/Tert/Acot13/Ccnb1/Acot2/Pam16/Abat/Mrps6/Eci1/Alkbh7/Uqcc2/Mrpl14/Mrps34/Hspa1b/Hspe1-rs1",64
"CC","GO:0015935","small ribosomal subunit","28/1364","81/28829",0.345679012345679,7.30614387603635,12.6656419484216,2.3892059923537e-17,1.28818023087737e-15,1.00388567573458e-15,"Mrps14/Rps21/Mrps26/Mrps21/Rps8/Rps20/Mrps18c/Mrps33/Rps17/Rps15a/Rps11/Rps5/Rps16/Rps19/Rps26/Rps15/Rps12/Mrps16/Rps25/Rps27l/Mrps24/Rps23/Mrps6/Rps18/Rps2/Mrps34/Rps28/Rps14",28
"CC","GO:1902495","transmembrane transporter complex","71/1364","491/28829",0.144602851323829,3.05627243461486,10.2414498304466,4.65954494287278e-17,2.31901967541438e-15,1.80722431387535e-15,"Ndufb3/Cox5b/Atp5f1e/Chrna4/Atp5mc3/Ndufa8/Fkbp1a/Cox7b/Ndufa1/Ndufb11/Ndufb5/Ndufc1/Atp6v1g1/Ndufs5/Ndufb6/Atp6v0b/Uqcrh/Akap9/Atp5mf/Atp5me/Cox6a1/Ndufa4/Ndufa5/Atp6v1f/Scnn1a/Ndufa3/Fxyd1/Ndufab1/Cox7a1/Cox6b1/Ndufs7/Uqcr11/Ndufa12/Atp5f1d/Ndufb7/Ndufa13/Cox4i1/Cox7a2/Cox5a/Atp5mg/Scn4b/Uqcrq/Atp5pd/Uqcr10/Atp5mc1/Ndufs6/Uqcrfs1/Cox7c/Uqcrb/Atp5mj/Ndufb1/Smdt1/Ndufa6/Ndufb9/Ndufb4c/Cox6c/Atp5mc2/Ndufb4/Atp5pf/Atp5po/Abcg8/Ndufv3/Ndufa7/Ndufa11/Ndufa2/Atp5mk/Ndufs8/Uqcc3/Cox8a/ATP6/ND4",71
"CC","GO:0070069","cytochrome complex","20/1364","40/28829",0.5,10.5678152492669,13.4944170063548,1.53710049998711e-16,7.10360016779759e-15,5.5358732292769e-15,"Cox5b/Ugt1a1/Cox7b/Uqcrh/Cox6a1/Ndufa4/Cox7a1/Cox6b1/Uqcr11/Cox4i1/Cox7a2/Cox5a/Uqcrq/Uqcr10/Uqcrfs1/Cox7c/Uqcrb/Cox6c/Uqcc3/Cox8a",20
"CC","GO:0022627","cytosolic small ribosomal subunit","19/1364","44/28829",0.431818181818182,9.12674953345774,12.0222218121989,2.68807270444695e-14,1.15945535985145e-12,9.03569702056204e-13,"Rps21/Rps8/Rps20/Rps17/Rps15a/Rps11/Rps5/Rps16/Rps19/Rps26/Rps15/Rps12/Rps25/Rps27l/Rps23/Rps18/Rps2/Rps28/Rps14",19
"CC","GO:0000313","organellar ribosome","26/1364","90/28829",0.288888888888889,6.10584881068752,10.8113025099033,4.39253538592771e-14,1.67174729099719e-12,1.30280151694079e-12,"Mrps14/Mrpl41/Mrps26/Mrps21/Mrpl20/Mrpl33/Mrps18c/Mrps33/Mrpl53/Mrpl23/Mrpl54/Mpv17l2/Mrpl34/Gadd45gip1/Mrps16/Mrpl52/Mrpl57/Mrpl4/Mrpl22/Mrpl55/Mrpl27/Mrps24/Mrpl36/Mrps6/Mrpl14/Mrps34",26
"CC","GO:0005761","mitochondrial ribosome","26/1364","90/28829",0.288888888888889,6.10584881068752,10.8113025099033,4.39253538592771e-14,1.67174729099719e-12,1.30280151694079e-12,"Mrps14/Mrpl41/Mrps26/Mrps21/Mrpl20/Mrpl33/Mrps18c/Mrps33/Mrpl53/Mrpl23/Mrpl54/Mpv17l2/Mrpl34/Gadd45gip1/Mrps16/Mrpl52/Mrpl57/Mrpl4/Mrpl22/Mrpl55/Mrpl27/Mrps24/Mrpl36/Mrps6/Mrpl14/Mrps34",26
"CC","GO:0045259","proton-transporting ATP synthase complex","14/1364","22/28829",0.636363636363636,13.4499466808851,13.018305406292,5.91121317411548e-14,2.12475273536262e-12,1.65583105871422e-12,"Atp5f1e/Atp5mc3/Atp5mf/Atp5me/Atp5f1d/Atp5mg/Atp5pd/Atp5mc1/Atp5mj/Atp5mc2/Atp5pf/Atp5po/Atp5mk/ATP6",14
"CC","GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)","10/1364","14/28829",0.714285714285714,15.0968789275241,11.7571569516634,4.57940857340209e-11,1.55940912999534e-09,1.21525579316321e-09,"Atp5mc3/Atp5mf/Atp5me/Atp5mg/Atp5pd/Atp5mc1/Atp5mc2/Atp5pf/Atp5po/ATP6",10
"CC","GO:0045277","respiratory chain complex IV","13/1364","27/28829",0.481481481481481,10.1764146844792,10.6308558770555,6.06875503108246e-11,1.96324225255518e-09,1.52996508415184e-09,"Cox5b/Cox7b/Cox6a1/Ndufa4/Cox7a1/Cox6b1/Cox4i1/Cox7a2/Cox5a/Uqcrfs1/Cox7c/Cox6c/Cox8a",13
"CC","GO:0016469","proton-transporting two-sector ATPase complex","17/1364","52/28829",0.326923076923077,6.90972535528987,9.50540994866667,1.22925259274465e-10,3.7872687024085e-09,2.95143855601346e-09,"Atp5f1e/Atp5mc3/Atp6v1g1/Atp6v0b/Atp5mf/Atp5me/Atp6v1f/Atp5f1d/Atp5mg/Atp5pd/Atp5mc1/Atp5mj/Atp5mc2/Atp5pf/Atp5po/Atp5mk/ATP6",17
"CC","GO:0000315","organellar large ribosomal subunit","17/1364","57/28829",0.298245614035088,6.30360909605392,8.93199659788973,6.24767992857551e-10,1.75749952773407e-08,1.36962868914768e-08,"Mrpl41/Mrpl20/Mrpl33/Mrpl53/Mrpl23/Mrpl54/Mpv17l2/Mrpl34/Gadd45gip1/Mrpl52/Mrpl57/Mrpl4/Mrpl22/Mrpl55/Mrpl27/Mrpl36/Mrpl14",17
"CC","GO:0005762","mitochondrial large ribosomal subunit","17/1364","57/28829",0.298245614035088,6.30360909605392,8.93199659788973,6.24767992857551e-10,1.75749952773407e-08,1.36962868914768e-08,"Mrpl41/Mrpl20/Mrpl33/Mrpl53/Mrpl23/Mrpl54/Mpv17l2/Mrpl34/Gadd45gip1/Mrpl52/Mrpl57/Mrpl4/Mrpl22/Mrpl55/Mrpl27/Mrpl36/Mrpl14",17
"CC","GO:0062023","collagen-containing extracellular matrix","48/1364","390/28829",0.123076923076923,2.6013083690503,7.09536524758826,1.59414293573189e-09,4.29754366424389e-08,3.34909853603323e-08,"Col3a1/Dpt/Fn1/Fmod/Fam20b/Cst3/Srpx2/Hcfc1/Anxa5/Npnt/Postn/S100a10/S100a13/S100a6/Col27a1/Sod3/Eln/Igfbp7/Mgp/Sspo/Serpinh1/Lgals4/Htra1/Lum/Col6a2/Cstb/Sftpa1/Loxl1/Angptl6/Anxa2/Mfap4/Adamts2/Sparc/Timp2/Nid1/Fbln5/Chadl/Lgals1/Col14a1/Ccdc80/Smoc2/Angptl4/Thbs2/Lama3/Efemp2/Acta2/Anxa1/Kazald1",48
"CC","GO:0033177","proton-transporting two-sector ATPase complex, proton-transporting domain","11/1364","25/28829",0.44,9.29967741935484,9.2518686098147,6.16924186391623e-09,1.59659979438152e-07,1.24423867486984e-07,"Atp5mc3/Atp6v0b/Atp5mf/Atp5me/Atp5mg/Atp5pd/Atp5mc1/Atp5mc2/Atp5pf/Atp5po/ATP6",11
"CC","GO:1990229","iron-sulfur cluster assembly complex","8/1364","17/28829",0.470588235294118,9.94617905813352,8.22242619952155,4.07877075872537e-07,1.01498641572897e-05,7.90984288837835e-06,"Bola1/Iscu/Bola3/Ndufab1/Bola2/Ciao2b/Fxn/Mms19",8
"CC","GO:0045275","respiratory chain complex III","7/1364","13/28829",0.538461538461538,11.3807241145951,8.34270942922731,6.97575473890583e-07,1.67159752447114e-05,1.30268480309392e-05,"Uqcrh/Uqcr11/Uqcrq/Uqcr10/Uqcrfs1/Uqcrb/Uqcc3",7
"CC","GO:0090575","RNA polymerase II transcription regulator complex","30/1364","254/28829",0.118110236220472,2.49633431085044,5.33798087364598,4.13619698741129e-06,9.55756946733967e-05,7.44826449988725e-05,"Atf3/Npas2/Pou2f1/Cebpb/Bcl9/Smad9/S100a10/Jun/Tcf7l1/Med21/Bmal1/E2f8/Atf5/Taf10/Ddit3/Jund/Rfxank/Atxn7/Tfdp2/Anxa2/Med1/Thra/Med9/Med11/Med10/Taf9/Cebpd/Bach1/Gtf2h5/Drap1",30
"CC","GO:0061695","transferase complex, transferring phosphorus-containing groups","31/1364","269/28829",0.115241635687732,2.43570462994255,5.27213812147942,4.80215873889074e-06,0.000107137817381459,8.3493068454761e-05,"Med12/Ccna2/Mad2l2/Cdk5/Prkag2/Polr2j/Pole4/Polr2l/Ccnd1/Polr2i/Taf10/Cdk1/Primpol/Atxn7/Pik3cb/Acvr2b/Tert/Cks2/Taf9/Ccnb1/Snw1/Polr2k/Polr2f/Acvr1b/Atg101/Ccnf/Gtf2h5/Cdkn1a/Polr1h/Csnk2b/Pold4",31
"CC","GO:0043209","myelin sheath","26/1364","211/28829",0.123222748815166,2.60439048797098,5.21262288820696,8.27519363509498e-06,0.000177072306884795,0.000137993386476559,"Cox5b/Dnm1/Tubb4b/Cd59b/Gsn/Car2/Gstm1/Ubc/Cox6a1/Aldoa/Mif/Pllp/Uba52/Dpysl2/Cox5a/Anxa2/Atp5pd/Nme1/Tppp/Uqcrfs1/Ckb/Ndrg1/Tuba1b/Tuba1a/Atp5po/Mbp",26
"CC","GO:0140534","endoplasmic reticulum protein-containing complex","19/1364","127/28829",0.149606299212598,3.16202346041056,5.44165272849121,8.4841445338928e-06,0.000177072306884795,0.000137993386476559,"Insig2/Ugt1a1/Fkbp1a/Dpm2/Sec61b/Ost4/P4ha1/Get3/Dad1/Pigyl/Ern1/Emc6/Sec61g/Pigp/Tap1/H2-Q10/H2-Q7/Tmem258/Ubxn1",19
"CC","GO:0032040","small-subunit processome","14/1364","75/28829",0.186666666666667,3.94531769305963,5.69165128502271,9.84791176875598e-06,0.000199112466074535,0.000155169399251122,"Rps8/Rps17/Rps15a/Rps11/Rps5/Rps16/Rps19/Rps12/Imp3/Nol7/Rps23/Rps19bp1/Rps28/Rps14",14
"CC","GO:0030684","preribosome","17/1364","108/28829",0.157407407407407,3.32690480069512,5.3990252061027,1.25753362547929e-05,0.00024655280475306,0.000192139906412944,"Pin4/Rps8/Rps17/Rps15a/Rps11/Rps5/Rps16/Rps19/Rps12/Imp3/Nol7/Rps23/Zfp622/Rps19bp1/Riok2/Rps28/Rps14",17
"CC","GO:0000314","organellar small ribosomal subunit","9/1364","33/28829",0.272727272727273,5.76426286323647,6.10254854534754,1.59149503886094e-05,0.000294199225755152,0.00022927101462087,"Mrps14/Mrps26/Mrps21/Mrps18c/Mrps33/Mrps16/Mrps24/Mrps6/Mrps34",9
"CC","GO:0005763","mitochondrial small ribosomal subunit","9/1364","33/28829",0.272727272727273,5.76426286323647,6.10254854534754,1.59149503886094e-05,0.000294199225755152,0.00022927101462087,"Mrps14/Mrps26/Mrps21/Mrps18c/Mrps33/Mrps16/Mrps24/Mrps6/Mrps34",9
"CC","GO:0046930","pore complex","8/1364","26/28829",0.307692307692308,6.50327092262576,6.25623920330642,1.78943663527538e-05,0.000321601528617547,0.000250625774355821,"Cd34/Tomm40l/C8g/C8b/C8a/Plekha7/Bax/Ppif",8
"CC","GO:0045171","intercellular bridge","16/1364","101/28829",0.158415841584158,3.34821869283703,5.26830817964176,2.06806513958847e-05,0.000361631931165876,0.000281821679050605,"Cd34/Tubb4b/Gstm5/Gstm6/Gstm3/Gstm2/Gstm1/Hsd3b2/Xpa/Nupr1/Ehd2/Kics2/Rfxank/Jpt1/Unc119/Tubb2a",16
"CC","GO:0071005","U2-type precatalytic spliceosome","11/1364","60/28829",0.183333333333333,3.87486559139785,4.96770075853892,0.000103300047911311,0.00175881923680573,0.001370657145416,"Snrpe/Lsm8/Lsm5/Snrpg/Sf3b5/Lsm7/Rnf113a2/Srrm2/Lsm2/Txnl4a/Snrpd1",11
"CC","GO:0043230","extracellular organelle","18/1364","140/28829",0.128571428571429,2.71743820695434,4.53954235956652,0.000112458974291037,0.00181902390915752,0.00141757496540544,"Fn1/Gbp7/Gbp2b/Gbp9/Scnn1a/Cd9/Gprc5b/Aldoa/Cd81/Cd63/Defb1/Rab4a/Apoa1/Rab11a/Anxa2/Phospho1/Cd274/Anxa1",18
"CC","GO:0065010","extracellular membrane-bounded organelle","18/1364","140/28829",0.128571428571429,2.71743820695434,4.53954235956652,0.000112458974291037,0.00181902390915752,0.00141757496540544,"Fn1/Gbp7/Gbp2b/Gbp9/Scnn1a/Cd9/Gprc5b/Aldoa/Cd81/Cd63/Defb1/Rab4a/Apoa1/Rab11a/Anxa2/Phospho1/Cd274/Anxa1",18
"CC","GO:0071011","precatalytic spliceosome","11/1364","62/28829",0.17741935483871,3.74986992715921,4.83042507139513,0.000140513282408258,0.0022173681394669,0.00172800673359578,"Snrpe/Lsm8/Lsm5/Snrpg/Sf3b5/Lsm7/Rnf113a2/Srrm2/Lsm2/Txnl4a/Snrpd1",11
"CC","GO:0120114","Sm-like protein family complex","13/1364","85/28829",0.152941176470588,3.23250819389339,4.59360409674935,0.000173624850738608,0.00267464948637808,0.002084368508867,"Snrpe/Lsm10/Lsm8/Lsm5/Snrpg/Gemin7/Sf3b5/Lsm7/Lsm1/Snrpc/Lsm2/Txnl4a/Snrpd1",13
"CC","GO:0032994","protein-lipid complex","9/1364","45/28829",0.2,4.22712609970675,4.82804444989822,0.000219235036639544,0.00329872252804151,0.00257071193513688,"Apoa2/Dbi/Pltp/Apoc4/Apoa1/Apoc3/Gpld1/Apol10b/Vldlr",9
"CC","GO:0005640","nuclear outer membrane","8/1364","36/28829",0.222222222222222,4.69680677745194,4.94605775899859,0.000227342854108689,0.00333863201962873,0.00260181361327937,"Bok/Sigmar1/Ugt2b1/Nutf2/Trappc2b/Syne2/Clmn/Syne3",8
"CC","GO:0055038","recycling endosome membrane","14/1364","99/28829",0.141414141414141,2.98887704019669,4.41755900164677,0.000232207791164286,0.00333863201962873,0.00260181361327937,"Pigr/Bok/Atg9a/Rab13/Ntrk1/Ehd2/Abhd17a/Rab4a/Scamp5/Rab11a/Ndrg1/Micall1/Cd274/Rab11fip2",14
"CC","GO:0046540","U4/U6 x U5 tri-snRNP complex","8/1364","37/28829",0.216216216216216,4.56986605373702,4.84218643215345,0.000278121179667167,0.00382860432435441,0.00298365162509682,"Snrpe/Lsm8/Lsm5/Snrpg/Lsm7/Lsm2/Txnl4a/Snrpd1",8
"CC","GO:0097526","spliceosomal tri-snRNP complex","8/1364","37/28829",0.216216216216216,4.56986605373702,4.84218643215345,0.000278121179667167,0.00382860432435441,0.00298365162509682,"Snrpe/Lsm8/Lsm5/Snrpg/Lsm7/Lsm2/Txnl4a/Snrpd1",8
"CC","GO:0000307","cyclin-dependent protein kinase holoenzyme complex","10/1364","57/28829",0.175438596491228,3.70800535061995,4.56064806827511,0.000307901602286114,0.00415025701414824,0.00323431726962826,"Med12/Ccna2/Cdk5/Ccnd1/Cdk1/Cks2/Ccnb1/Snw1/Ccnf/Cdkn1a",10
"CC","GO:0005665","RNA polymerase II, core complex","5/1364","14/28829",0.357142857142857,7.54843946376204,5.46156570966869,0.000329172834328506,0.00425949647621086,0.00331944816091272,"Polr2j/Polr2l/Polr2i/Polr2k/Polr2f",5
"CC","GO:0034709","methylosome","5/1364","14/28829",0.357142857142857,7.54843946376204,5.46156570966869,0.000329172834328506,0.00425949647621086,0.00331944816091272,"Snrpe/Snrpg/Erhrt-ps/Erh/Snrpd1",5
"CC","GO:0014069","postsynaptic density","39/1364","463/28829",0.0842332613390929,1.78032308734949,3.77216379952227,0.000393310561638149,0.00498964575254672,0.00388845735861039,"Erbb4/Lrp4/Abl1/Ctnnd1/Cdkl5/Fabp5/P2ry1/Sigmar1/Slc6a9/Akap9/Cdk5/Hspb1/Itpr1/Ppp1r9a/Homer2/Cpeb1/Lrfn3/Rps19/Ank3/Lrp1/Lin7a/Abhd17a/Rpl18a/Dpysl2/Rps25/Rpl38/Srcin1/Chrm3/Ntrk2/Dbn1/Rpl30/Pick1/Chmp2b/Kalrn/Dgcr8/Rps18/Rpl10a/Rps14/Lrfn4",39
"CC","GO:0030532","small nuclear ribonucleoprotein complex","11/1364","72/28829",0.152777777777778,3.22905465949821,4.22026592938152,0.000542758246456697,0.00671599300472233,0.00523380891444236,"Snrpe/Lsm10/Lsm8/Lsm5/Snrpg/Sf3b5/Lsm7/Snrpc/Lsm2/Txnl4a/Snrpd1",11
"CC","GO:0032279","asymmetric synapse","40/1364","487/28829",0.082135523613963,1.73598607790831,3.65042536210261,0.000550150895286374,0.00671599300472233,0.00523380891444236,"Erbb4/Lrp4/Abl1/Ctnnd1/Cdkl5/Ogt/Fabp5/P2ry1/Sigmar1/Slc6a9/Akap9/Cdk5/Hspb1/Itpr1/Ppp1r9a/Homer2/Cpeb1/Lrfn3/Rps19/Ank3/Lrp1/Lin7a/Abhd17a/Rpl18a/Dpysl2/Rps25/Rpl38/Srcin1/Chrm3/Ntrk2/Dbn1/Rpl30/Pick1/Chmp2b/Kalrn/Dgcr8/Rps18/Rpl10a/Rps14/Lrfn4",40
"CC","GO:1902554","serine/threonine protein kinase complex","15/1364","122/28829",0.122950819672131,2.59864309408202,3.94332131955948,0.000656565906329168,0.00780428570855454,0.00608192118180692,"Med12/Ccna2/Cdk5/Ccnd1/Cdk1/Acvr2b/Cks2/Ccnb1/Snw1/Acvr1b/Atg101/Ccnf/Gtf2h5/Cdkn1a/Csnk2b",15
"CC","GO:1902911","protein kinase complex","16/1364","135/28829",0.118518518518519,2.50496361464103,3.90590771153394,0.000663424596554095,0.00780428570855454,0.00608192118180692,"Med12/Ccna2/Cdk5/Prkag2/Ccnd1/Cdk1/Acvr2b/Cks2/Ccnb1/Snw1/Acvr1b/Atg101/Ccnf/Gtf2h5/Cdkn1a/Csnk2b",16
"CC","GO:0034358","plasma lipoprotein particle","8/1364","42/28829",0.19047619047619,4.02583438067309,4.37316873612941,0.000689408800865169,0.00782539463438183,0.0060983714794906,"Apoa2/Pltp/Apoc4/Apoa1/Apoc3/Gpld1/Apol10b/Vldlr",8
"CC","GO:1990777","lipoprotein particle","8/1364","42/28829",0.19047619047619,4.02583438067309,4.37316873612941,0.000689408800865169,0.00782539463438183,0.0060983714794906,"Apoa2/Pltp/Apoc4/Apoa1/Apoc3/Gpld1/Apol10b/Vldlr",8
